2535.87, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, -1, 0, 0, 0, -1, 0, -1, -1, -1
2702.7, 0.741228, -0.65651, 0.139914, 3881, 1762, 447, -0.0170396, -0.0039912, 0.00568877, 45, 0, 1, 0.999976, -0.00561991, -0.00408747, 0.00568869, 0.999839, 0.0170158, 0.00399119, -0.0170386, 0.999847, 1, -1, -1, -1
2869.54, -0.137098, 0.987654, 0.0757914, 3879, 1679, 407, 0.136481, 0.0168717, 0.00043933, 405, 1, 1, 0.999858, 0.00186017, 0.0167738, 0.000439267, 0.990702, -0.13605, -0.0168709, 0.136038, 0.99056, 1, -1, -1, -1
3036.37, -0.107407, -0.0643108, -0.177193, 3880, 1983, 913, 0.0541344, 0.0315481, -0.0500131, 886, 111, 0.216955, 0.998253, 0.0516236, 0.0287523, -0.0499674, 0.997201, -0.0556149, -0.0315429, 0.0540811, 0.998038, 1, -1, -1, -1
3203.2, -0.0967534, -0.268168, -0.487618, 3880, 2007, 1445, 0.0532923, -0.00749826, -0.0446296, 1300, 401, 0.564842, 0.998976, 0.0441525, -0.00985659, -0.0446136, 0.997604, -0.0528799, 0.00749819, 0.0532655, 0.998552, 1, -1, -1, -1
3370.04, -0.107448, -0.388455, -0.508791, 3875, 3263, 2372, 0.0373489, 0.000515707, -0.0948116, 1943, 707, 0.649084, 0.995509, 0.0946227, -0.00302195, -0.0946696, 0.994813, -0.0372213, -0.000515707, 0.0373402, 0.999302, 1, -1, -1, -1
3536.87, 0.640816, -0.377478, -0.779542, 3876, 3293, 1831, 0.0161865, 0.0152318, -0.110839, 1535, 675, 1.07741, 0.993748, 0.110843, 0.0133454, -0.110599, 0.993706, -0.017771, -0.0152312, 0.016184, 0.999753, 1, -1, -1, -1
3703.7, -0.540537, 0.461268, 0.0639298, 3881, 3042, 1476, 0.00409056, 0.0128234, -0.134255, 83, 5, 0.713468, 0.99092, 0.133903, 0.01216, -0.133841, 0.990986, -0.00577011, -0.012823, 0.00409021, 0.999909, 1, -1, -1, -1
3870.54, -0.809459, 1.23702, 1.55489, 3880, 1869, 460, 0.001338, 0.0359295, -0.162823, 243, 7, 2.14549, 0.986137, 0.162152, 0.0352298, -0.162, 0.986765, -0.00714338, -0.0359218, 0.00133714, 0.999354, 1, -1, -1, -1
4037.37, 0.279693, -0.0698358, 0.656866, 3733, 2086, 741, 0.0216475, 0.0447472, -0.137054, 99, 5, 0.717341, 0.989631, 0.137553, 0.041345, -0.136489, 0.990258, -0.027553, -0.0447323, 0.0216242, 0.998765, 1, -1, -1, -1
