2035.37, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, -1, 0, 0, 0, -1, 0
2202.2, 0.727201, 0.183196, -0.661526, 3863, 2439, 2004, 0.002587, 0.00801797, -0.0105605, 60, 0, 1, 0.999912, 0.010581, 0.00799009, -0.01056, 0.999941, -0.00267152, -0.00801788, 0.00258691, 0.999965, 0
2369.04, -0.471882, 0.711631, -0.588943, 3860, 1919, 1171, 0.00109082, -0.00912164, -0.00889931, 746, 4, 1.03728, 0.999919, 0.00888924, -0.00913086, -0.00889882, 0.99996, -0.0010096, 0.00912152, 0.00109077, 0.999958, 0
2535.87, -0.70902, 0.476699, -0.282588, 3858, 2749, 2258, 0.0181554, 0.00895561, -0.0284969, 2000, 431, 0.899892, 0.999554, 0.0286508, 0.00843311, -0.0284919, 0.999425, -0.0184022, -0.00895549, 0.0181537, 0.999795, 0
2702.7, -0.555542, 0.678177, -0.655874, 3869, 3641, 3094, 0.0177727, -0.000577044, -0.0175317, 2611, 1117, 1.09486, 0.999846, 0.0175178, -0.000888418, -0.0175308, 0.999689, -0.0177589, 0.000577044, 0.0177718, 0.999842, 0
2869.54, -0.217987, 0.344139, -0.621406, 3863, 4140, 3273, 0.010766, -0.0086541, -0.0132074, 1167, 614, 0.743031, 0.999875, 0.0131131, -0.00879492, -0.0132065, 0.999856, -0.0106505, 0.00865399, 0.0107653, 0.999905, 0
3036.37, -0.382493, 0.4891, -1.05735, 3866, 3025, 2641, 0.0156778, -0.00708363, -0.020802, 1779, 597, 1.22617, 0.999759, 0.020687, -0.00740727, -0.0208, 0.999663, -0.0155265, 0.00708357, 0.0156768, 0.999852, 0
3203.2, -0.709075, 0.563005, -0.824722, 3873, 2870, 1953, 0.015311, -0.00255841, -0.0171929, 1675, 732, 1.22472, 0.999849, 0.0171509, -0.00282095, -0.017192, 0.999736, -0.0152642, 0.00255841, 0.0153104, 0.99988, 0
3370.04, -0.664377, 0.295154, -0.667793, 3876, 2842, 2000, 0.0109822, -0.00920072, -0.0172871, 1609, 710, 0.987148, 0.999808, 0.0171842, -0.0093885, -0.0172855, 0.999792, -0.0108213, 0.00920059, 0.0109816, 0.999897, 0
3536.87, -1.0449, 0.109872, -0.503547, 3877, 3360, 2627, 0.0275137, -0.0014074, -0.0370125, 2502, 1013, 1.1651, 0.999314, 0.0369513, -0.00242389, -0.037004, 0.998938, -0.0274393, 0.00140739, 0.0275102, 0.999621, 0
3703.7, 0.00748032, 0.122765, -0.714582, 3872, 4200, 3634, 0.0120553, 0.00199485, -0.0371441, 2269, 1175, 0.72509, 0.999308, 0.0371569, 0.00154566, -0.0371355, 0.999237, -0.0121208, -0.00199485, 0.012055, 0.999925, 0
3870.54, -0.302551, -0.269503, -1.06437, 3881, 3958, 2922, 0.0184431, -0.00848186, -0.0314348, 2204, 1187, 1.13888, 0.99947, 0.0312679, -0.00905575, -0.0314285, 0.999341, -0.0181664, 0.00848176, 0.0184414, 0.999794, 0
4037.37, -0.0892901, -0.598294, -0.847093, 3886, 3766, 2891, 0.0257659, 0.00138087, -0.034044, 2342, 1111, 1.04091, 0.99942, 0.0340616, 0.000502706, -0.0340374, 0.999088, -0.0257951, -0.00138087, 0.025763, 0.999667, 0
4204.2, -0.314326, -0.754862, -0.734624, 3878, 2952, 2569, 0.00936266, 0.00246076, -0.0370772, 2514, 1221, 1.09922, 0.99931, 0.0370901, 0.0021119, -0.0370686, 0.999268, -0.0094473, -0.00246076, 0.00936249, 0.999953, 0
4371.04, -0.394158, -0.596833, -0.471024, 3878, 4532, 4002, 0.012656, 0.0068378, -0.057062, 3670, 1923, 0.856407, 0.998349, 0.0571129, 0.0061043, -0.0570297, 0.998288, -0.013025, -0.00683774, 0.0126554, 0.999897, 0
4537.87, -0.33343, -0.336027, -0.621936, 3874, 5723, 5003, 0.0187876, -0.00558162, -0.0361393, 2328, 1300, 0.781597, 0.999331, 0.0360203, -0.00625575, -0.0361309, 0.999174, -0.0185726, 0.00558159, 0.0187862, 0.999808, 0
